frame,pessoa_id,confianca,x1,y1,x2,y2
252,2,0.832,948,601,1474,1860
253,1,0.8558,704,375,1115,1885
253,2,0.8388,953,603,1477,1858
254,1,0.8581,705,372,1117,1882
254,2,0.8323,956,603,1479,1849
255,1,0.8537,705,375,1117,1882
255,2,0.843,956,605,1481,1844
256,1,0.8578,708,379,1123,1880
256,2,0.838,955,609,1482,1845
257,1,0.8519,715,378,1131,1881
257,2,0.8347,957,614,1485,1835
258,1,0.8509,718,380,1130,1883
258,2,0.8382,965,608,1492,1826
259,1,0.8519,719,381,1130,1886
259,2,0.8359,972,607,1495,1805
259,3,0.7194,695,198,928,762
260,1,0.852,721,385,1136,1881
260,2,0.851,973,608,1503,1833
260,3,0.7053,672,194,920,758
261,1,0.8593,701,382,1153,1883
261,2,0.855,975,608,1509,1840
262,1,0.863,677,379,1148,1882
262,2,0.8586,984,607,1516,1840
262,3,0.7536,640,185,919,761
263,1,0.8735,994,604,1520,1843
263,2,0.8482,665,378,1150,1882
263,3,0.7805,627,188,928,761
264,1,0.8777,1005,605,1527,1844
264,2,0.8153,685,378,1158,1881
264,3,0.7343,608,191,925,771
265,1,0.8819,1010,607,1530,1844
265,2,0.8249,638,378,1163,1887
266,1,0.881,1016,606,1537,1842
266,2,0.7918,728,385,1159,1883
267,1,0.8841,1028,607,1548,1841
267,2,0.8037,744,382,1156,1878
268,1,0.8751,1042,609,1559,1825
268,2,0.8449,741,370,1147,1884
268,3,0.7269,443,203,887,1332
269,1,0.8758,1057,614,1570,1808
269,2,0.8445,743,366,1148,1881
269,3,0.7885,444,207,865,1331
270,1,0.8802,1066,615,1584,1808
270,2,0.8426,730,365,1158,1881
270,3,0.8081,451,206,839,1334
271,1,0.8772,1084,614,1599,1805
271,2,0.8588,745,365,1175,1879
271,3,0.8215,448,202,824,1338
272,1,0.8837,1100,614,1616,1798
272,2,0.8579,750,368,1177,1863
272,3,0.8492,440,192,814,1337
273,1,0.8813,1118,612,1623,1787
273,2,0.8566,765,364,1169,1865
273,3,0.8498,428,193,815,1342
274,1,0.8786,1141,610,1643,1742
274,2,0.8624,766,363,1192,1859
274,3,0.8471,402,188,812,1342
275,1,0.8602,387,184,774,1328
275,2,0.8554,1151,610,1663,1747
275,3,0.8434,766,358,1225,1879
276,1,0.8764,366,181,730,1334
276,2,0.8741,770,359,1196,1850
276,3,0.8508,1166,608,1687,1748
277,1,0.8808,767,358,1210,1872
277,2,0.8688,1189,603,1714,1755
277,3,0.8669,344,179,694,1331
278,1,0.8842,765,359,1232,1869
278,2,0.8829,1207,606,1730,1748
278,3,0.8742,325,183,672,1332
279,1,0.8924,1228,606,1744,1731
279,2,0.8831,764,361,1244,1871
279,3,0.874,301,184,659,1335
280,1,0.8869,1245,608,1759,1724
280,2,0.8751,762,364,1250,1868
280,3,0.872,283,186,642,1331
281,1,0.8784,756,364,1266,1864
281,2,0.8774,258,190,620,1336
281,3,0.8733,1260,604,1767,1722
282,1,0.8853,756,364,1284,1859
282,2,0.8838,1274,600,1780,1718
282,3,0.8758,221,192,602,1330
283,1,0.8859,759,363,1289,1859
283,2,0.8839,1288,601,1793,1717
283,3,0.8787,193,199,590,1329
284,1,0.8877,1309,600,1805,1710
284,2,0.8874,755,363,1304,1852
284,3,0.8717,158,205,586,1328
285,1,0.8891,758,361,1317,1855
285,2,0.8884,1323,603,1824,1707
285,3,0.8761,130,208,586,1327
286,1,0.8919,1341,606,1840,1706
286,2,0.8844,129,203,579,1327
286,3,0.8788,770,360,1325,1867
287,1,0.8965,1360,609,1854,1706
287,2,0.8783,123,198,560,1325
287,3,0.8373,794,361,1330,1866
288,1,0.8984,103,192,533,1328
288,2,0.8832,1378,614,1876,1708
288,3,0.8434,806,363,1349,1865
289,1,0.9029,86,191,488,1322
289,2,0.8788,1393,617,1891,1708
289,3,0.8777,804,367,1360,1861
290,1,0.8916,815,366,1374,1860
290,2,0.8844,1411,617,1913,1713
290,3,0.8731,50,188,451,1220
291,1,0.8962,1429,618,1927,1707
291,2,0.896,37,183,408,1304
291,3,0.8947,824,369,1386,1857
292,1,0.905,825,371,1404,1859
292,2,0.8947,1444,615,1941,1697
292,3,0.8772,25,176,388,1176
293,1,0.9033,840,373,1424,1862
293,2,0.8936,1462,611,1960,1689
293,3,0.8552,12,179,365,1313
294,1,0.9002,850,376,1444,1864
294,2,0.8953,1475,603,1975,1671
294,3,0.8382,0,175,340,1310
295,1,0.8987,876,377,1469,1872
295,2,0.8966,1487,598,1991,1670
295,3,0.8239,1,176,309,1317
296,1,0.9096,896,377,1481,1871
296,2,0.8953,1498,595,2006,1684
296,3,0.8667,0,182,297,1313
297,1,0.9136,912,374,1498,1876
297,2,0.8987,1512,594,2019,1689
297,3,0.876,1,188,278,1317
298,1,0.9073,923,368,1515,1861
298,2,0.9021,1525,593,2034,1680
298,3,0.8753,0,196,265,1322
299,1,0.8998,944,373,1527,1854
299,2,0.8922,1536,594,2049,1689
299,3,0.8715,0,200,258,1318
300,1,0.8893,955,373,1553,1828
300,2,0.8846,1551,592,2063,1688
300,3,0.8546,0,197,262,1314
301,1,0.8878,976,371,1568,1813
301,2,0.8818,1565,593,2078,1663
301,3,0.8141,0,194,262,1316
302,1,0.8759,994,365,1574,1764
302,2,0.8725,1582,593,2091,1656
302,3,0.7166,0,222,252,1312
303,1,0.888,1009,364,1594,1737
303,2,0.8765,1599,594,2102,1665
304,1,0.8945,1023,366,1604,1740
304,2,0.8821,1614,594,2112,1675
305,1,0.8999,1032,371,1619,1738
305,2,0.878,1629,596,2124,1666
306,1,0.9031,1046,372,1624,1744
306,2,0.8798,1649,598,2152,1676
307,1,0.9071,1055,373,1637,1747
307,2,0.8929,1672,603,2173,1649
308,1,0.907,1059,375,1647,1752
308,2,0.8948,1690,602,2194,1646
309,1,0.907,1067,377,1659,1746
309,2,0.9062,1716,607,2215,1680
310,1,0.9088,1739,608,2244,1644
310,2,0.9051,1073,383,1673,1747
311,1,0.896,1079,385,1686,1749
311,2,0.8954,1764,605,2270,1638
312,1,0.899,1093,388,1699,1740
312,2,0.8792,1787,599,2287,1650
313,1,0.9053,1102,391,1711,1741
313,2,0.8944,1808,603,2313,1627
314,1,0.9079,1110,391,1723,1741
314,2,0.8943,1829,603,2332,1636
315,1,0.9021,1125,387,1737,1739
315,2,0.8922,1851,605,2354,1639
316,1,0.9019,1142,379,1754,1727
316,2,0.8996,1870,604,2370,1640
317,1,0.9039,1887,599,2386,1636
317,2,0.9017,1152,374,1763,1723
318,1,0.901,1167,373,1776,1711
318,2,0.9006,1892,596,2399,1635
319,1,0.9041,1912,594,2412,1630
319,2,0.9028,1174,368,1785,1705
320,1,0.904,1183,363,1799,1708
320,2,0.9033,1937,594,2431,1633
321,1,0.9039,1195,361,1809,1710
321,2,0.8978,1956,595,2442,1637
322,1,0.902,1205,361,1820,1705
322,2,0.8873,1969,594,2457,1643
323,1,0.9005,1220,360,1836,1709
323,2,0.8814,1985,597,2472,1651
324,1,0.8999,1233,357,1857,1707
324,2,0.8793,2001,604,2484,1652
325,1,0.903,1245,359,1879,1708
325,2,0.8862,2013,607,2502,1653
326,1,0.9057,1255,360,1888,1711
326,2,0.8859,2031,610,2521,1677
327,1,0.9039,1271,359,1893,1711
327,2,0.8846,2045,616,2537,1681
328,1,0.8996,1289,363,1896,1709
328,2,0.8819,2063,616,2558,1670
329,1,0.8953,1302,368,1904,1704
329,2,0.8817,2077,614,2568,1654
330,1,0.8936,1323,367,1931,1704
330,2,0.8931,2093,615,2582,1655
331,1,0.8965,2107,613,2602,1649
331,2,0.8938,1342,371,1950,1702
332,1,0.8945,2128,609,2624,1664
332,2,0.8923,1365,372,1962,1702
333,1,0.8881,1389,379,1980,1709
333,2,0.8793,2148,608,2643,1654
334,1,0.8984,1411,380,2006,1704
334,2,0.8818,2162,604,2660,1665
335,1,0.9029,1434,384,2035,1699
335,2,0.8797,2178,598,2675,1700
336,1,0.9001,1462,380,2058,1699
336,2,0.8862,2193,597,2688,1701
337,1,0.9038,1485,376,2092,1691
337,2,0.8902,2206,595,2711,1700
338,1,0.8999,1510,370,2115,1677
338,2,0.8882,2218,596,2747,1719
339,1,0.8953,1528,368,2139,1661
339,2,0.8865,2230,593,2747,1695
340,1,0.8902,1547,367,2164,1660
340,2,0.8809,2243,590,2761,1682
341,1,0.8991,1565,369,2189,1667
341,2,0.8883,2253,588,2767,1699
342,1,0.9002,1584,367,2208,1689
342,2,0.8859,2268,588,2769,1713
343,1,0.9039,1601,363,2221,1686
343,2,0.8834,2283,587,2775,1748
344,1,0.8963,1615,363,2243,1663
344,2,0.8851,2295,587,2785,1737
345,1,0.8971,1628,358,2256,1623
345,2,0.8893,2308,590,2795,1719
346,1,0.8924,1649,362,2270,1621
346,2,0.8899,2324,592,2813,1741
347,1,0.8983,1661,364,2286,1602
347,2,0.8838,2341,594,2828,1739
348,1,0.8968,1677,366,2299,1605
348,2,0.8809,2358,594,2846,1717
349,1,0.8937,1690,367,2312,1616
349,2,0.8595,2374,598,2860,1717
350,1,0.8871,1703,363,2321,1620
350,2,0.8725,2394,600,2877,1722
351,1,0.8967,1719,365,2334,1614
351,2,0.873,2416,601,2896,1724
352,1,0.8975,1730,367,2347,1625
352,2,0.8654,2437,600,2918,1695
353,1,0.8954,1745,363,2358,1636
353,2,0.8282,2459,594,2936,1687
354,1,0.895,1756,362,2369,1634
354,2,0.7846,2475,595,2964,1673
355,1,0.9016,1770,360,2381,1623
355,2,0.8236,2494,593,2977,1653
356,1,0.9021,1777,360,2391,1621
356,2,0.8363,2515,592,2998,1659
357,1,0.8982,1793,363,2397,1622
357,2,0.7949,2538,591,3010,1652
358,1,0.8962,1807,358,2400,1633
358,2,0.7613,2556,592,3021,1607
359,1,0.8988,1817,355,2403,1643
360,1,0.9057,1834,355,2407,1648
360,2,0.7037,2593,586,3068,1496
361,1,0.9033,1849,356,2418,1648
362,1,0.8922,1865,358,2440,1654
363,1,0.888,1892,358,2472,1665
363,2,0.7855,2646,581,3119,1739
364,1,0.8852,1908,357,2504,1686
364,2,0.8321,2662,580,3136,1745
365,1,0.8757,1931,358,2521,1696
365,2,0.7974,2680,584,3151,1749
366,1,0.872,1956,357,2536,1703
366,2,0.8126,2703,586,3163,1746
366,3,0.7859,0,246,307,1364
367,1,0.8689,1979,359,2546,1710
367,2,0.8062,2719,586,3191,1753
367,3,0.7687,0,232,312,1368
368,1,0.8529,2005,366,2568,1704
368,2,0.8362,0,237,329,1365
369,1,0.8648,0,249,324,1374
369,2,0.8574,2028,370,2609,1733
370,1,0.8836,2055,373,2638,1748
370,2,0.869,1,251,374,1377
370,3,0.8092,2779,596,3258,1816
371,1,0.8933,2080,381,2647,1749
371,2,0.8279,4,251,399,1369
371,3,0.7319,2797,598,3280,1798
372,1,0.8731,2114,379,2681,1691
372,2,0.771,3,252,437,1372
373,1,0.8778,2142,373,2699,1712
373,2,0.8519,12,260,576,1376
373,3,0.7414,2834,601,3327,1783
374,1,0.8798,2175,369,2733,1709
374,2,0.8575,31,256,588,1372
374,3,0.8555,2857,597,3346,1783
375,1,0.8728,2202,366,2761,1698
375,2,0.861,2884,592,3369,1801
375,3,0.8518,33,262,550,1375
376,1,0.8827,2226,365,2784,1704
376,2,0.862,2902,590,3379,1802
376,3,0.7944,50,262,559,1378
377,1,0.8866,2245,364,2804,1703
377,2,0.8629,2920,588,3393,1845
377,3,0.7367,54,251,582,1384
378,1,0.8848,2264,363,2821,1718
378,2,0.8604,2942,587,3427,1859
379,1,0.8728,2952,582,3442,1858
379,2,0.8661,2285,362,2864,1700
379,3,0.7141,147,248,607,1374
380,1,0.8861,2971,577,3461,1862
380,2,0.8711,2308,358,2882,1688
380,3,0.8296,150,250,623,1375
381,1,0.8874,2986,575,3483,1882
381,2,0.8784,2322,357,2910,1689
381,3,0.7818,299,246,625,1367
381,4,0.7501,93,137,384,1358
382,1,0.884,3008,582,3493,1878
382,2,0.8741,2343,356,2926,1692
382,3,0.8139,111,136,403,1337
382,4,0.7912,312,248,649,1372
383,1,0.8841,3026,580,3515,1907
383,2,0.8765,2365,356,2944,1700
383,3,0.7486,326,254,665,1371
383,4,0.7265,121,134,435,1360
384,1,0.8833,3044,580,3532,1945
384,2,0.8734,2382,358,2958,1690
384,3,0.7215,128,134,480,1378
385,1,0.8777,3066,583,3552,1973
385,2,0.8741,2401,364,2978,1686
385,3,0.8176,130,138,485,1350
385,4,0.762,384,247,697,1378
386,1,0.8842,2418,366,2985,1700
386,2,0.8713,3083,585,3581,1993
386,3,0.7987,118,139,519,1357
386,4,0.7376,398,245,725,1374
387,1,0.8871,2431,366,3001,1711
387,2,0.878,3105,588,3616,2001
387,3,0.765,414,237,821,1376
387,4,0.7476,119,141,528,1363
388,1,0.8897,3118,591,3642,1992
388,2,0.873,2461,372,3009,1727
388,3,0.7742,430,245,821,1386
389,1,0.8926,3127,594,3673,1983
389,2,0.8653,2478,377,3021,1720
389,3,0.8034,423,259,823,1378
390,1,0.8906,3154,591,3698,1983
390,2,0.8776,2492,380,3027,1693
390,3,0.7171,439,259,857,1374
391,1,0.8969,3132,581,3724,1985
391,2,0.8268,2553,379,3046,1677
391,3,0.7674,432,258,852,1371
392,1,0.864,3176,579,3738,1992
392,2,0.8352,2558,374,3069,1719
392,3,0.8004,434,262,867,1374
393,1,0.8929,3254,575,3751,1994
393,2,0.8425,2563,361,3110,1733
393,3,0.761,461,272,916,1368
393,4,0.7555,353,113,626,1358
394,1,0.8953,3285,571,3765,1999
394,2,0.8353,2605,361,3120,1723
394,3,0.8007,482,267,926,1363
394,4,0.7815,387,118,667,1349
395,1,0.8941,3306,569,3780,1999
395,2,0.8192,2580,357,3128,1718
395,3,0.784,505,247,973,1357
395,4,0.7522,409,117,732,1343
396,1,0.8714,3324,570,3813,2004
396,2,0.8672,2588,357,3141,1726
396,3,0.709,428,119,768,1350
397,1,0.8969,3346,571,3836,2013
397,2,0.8657,2598,357,3143,1743
397,3,0.7058,627,255,1008,1344
398,1,0.8994,3363,571,3838,2025
398,2,0.8712,2614,358,3167,1744
398,3,0.8048,464,128,816,1341
398,4,0.7399,662,251,1034,1329
399,1,0.9002,3386,574,3838,2034
399,2,0.8812,2612,353,3173,1754
399,3,0.8081,473,132,840,1345
399,4,0.7531,712,249,1016,1344
400,1,0.9015,3409,577,3838,2040
400,2,0.8825,2614,349,3193,1787
400,3,0.8147,474,132,850,1348
400,4,0.7586,744,250,1069,1361
401,1,0.9026,3438,581,3839,2035
401,2,0.8802,2616,348,3199,1824
401,3,0.8377,473,134,864,1345
401,4,0.7689,775,241,1096,1378
402,1,0.8974,3461,585,3839,2044
402,2,0.8649,2624,347,3198,1831
402,3,0.788,472,142,882,1348
402,4,0.7677,793,258,1135,1375
403,1,0.892,3484,589,3839,2066
403,2,0.8755,2625,349,3200,1773
403,3,0.7911,799,235,1230,1376
403,4,0.7472,468,141,921,1357
404,1,0.8903,3503,592,3839,2064
404,2,0.8786,2627,352,3215,1842
404,3,0.8351,811,238,1296,1374
404,4,0.7462,470,138,941,1359
405,1,0.8794,2629,353,3248,1889
405,2,0.8705,3514,598,3839,2059
405,3,0.8387,821,247,1349,1370
405,4,0.7673,480,138,962,1363
406,1,0.8905,2631,354,3280,1895
406,2,0.8651,3516,591,3839,2062
406,3,0.8426,829,249,1375,1372
406,4,0.7726,532,130,989,1362
407,1,0.8865,2637,357,3300,1872
407,2,0.8484,3515,589,3839,2062
407,3,0.8454,831,249,1386,1372
407,4,0.7087,566,125,1015,1221
408,1,0.8735,2638,355,3353,1900
408,2,0.8586,843,257,1386,1379
408,3,0.8275,3577,577,3839,2059
408,4,0.7891,596,123,1038,1211
409,1,0.8698,2653,356,3386,1892
409,2,0.8423,874,252,1396,1381
409,3,0.8244,3619,573,3839,2053
410,1,0.8778,2662,360,3401,1888
410,2,0.8411,879,248,1395,1384
410,3,0.8267,3641,566,3839,2038
410,4,0.7448,721,116,1075,1218
411,1,0.897,2673,359,3415,1888
411,2,0.8207,3663,566,3839,1983
411,3,0.7966,875,250,1398,1387
412,1,0.904,2684,362,3403,1875
412,2,0.8109,869,243,1398,1383
412,3,0.8074,3685,567,3839,2054
412,4,0.7751,855,115,1139,1203
413,1,0.903,2699,363,3398,1868
413,2,0.8378,926,249,1412,1387
413,3,0.7657,3704,584,3839,2058
414,1,0.8977,2713,363,3404,1880
414,2,0.8122,898,122,1183,1341
414,3,0.81,946,241,1438,1386
415,1,0.892,2738,363,3417,1900
415,2,0.8244,916,118,1198,1343
415,3,0.8173,1068,246,1467,1387
415,4,0.7221,0,296,208,1353
416,1,0.8881,2751,374,3410,1889
416,2,0.841,0,304,238,1366
416,3,0.8193,1102,254,1498,1358
416,4,0.8184,927,119,1241,1348
417,1,0.8899,2772,369,3405,1897
417,2,0.834,0,305,273,1384
417,3,0.8073,921,126,1265,1356
417,4,0.7835,1097,253,1523,1392
418,1,0.8932,2792,374,3411,1892
418,2,0.8591,1,309,355,1399
418,3,0.8278,921,137,1288,1342
418,4,0.8148,1126,246,1541,1388
419,1,0.8973,2815,371,3429,1888
419,2,0.8257,1134,260,1579,1381
419,3,0.8209,927,140,1308,1353
419,4,0.7023,0,314,410,1400
420,1,0.8959,2839,372,3454,1885
420,2,0.8426,0,318,509,1406
420,3,0.8319,1156,268,1600,1378
421,1,0.8964,2869,364,3471,1877
421,2,0.8928,0,318,546,1412
421,3,0.8244,1189,265,1624,1383
422,1,0.903,2889,365,3495,1880
422,2,0.8902,1,318,549,1415
422,3,0.7641,1212,258,1746,1391
422,4,0.7551,948,132,1384,1368
423,1,0.9039,2911,362,3523,1880
423,2,0.9016,4,324,532,1406
423,3,0.8546,1223,264,1772,1395
424,1,0.9081,2931,365,3542,1883
424,2,0.9036,23,320,544,1421
424,3,0.8642,1226,266,1779,1396
424,4,0.7294,1044,122,1425,1373
425,1,0.9083,2955,358,3558,1880
425,2,0.8988,46,317,536,1421
425,3,0.8633,1258,252,1780,1398
425,4,0.7937,1098,115,1451,1225
426,1,0.911,2975,355,3575,1885
426,2,0.893,56,313,537,1430
426,3,0.8689,1267,250,1787,1397
426,4,0.7982,1141,117,1471,1231
